Chromosome	Chr	Start	End	Gene_ID	NewGeneName	GeneName
Pf3D7_04_v3	4	784194	786430	PF3D7_0417700	CPP	CPP4.35
Pf3D7_04_v3	4	787243	789342	PF3D7_0417800	cdc2-related_protein_kinase_1	cdc2-related_protein_kinase_1
Pf3D7_04_v3	4	790724	792985	PF3D7_0417900	CPP	CPP4.36
Pf3D7_04_v3	4	793827	810070	PF3D7_0418000	CPP	CPP4.37
Pf3D7_04_v3	4	810995	814642	PF3D7_0418100	protein_SOC1	protein_SOC1
Pf3D7_04_v3	4	817400	818689	PF3D7_0418200	eukaryotic_translation_initiation_factor_3_subunit_M	eukaryotic_translation_initiation_factor_3_subunit_M
Pf3D7_04_v3	4	819362	822340	PF3D7_0418300	CPP	CPP4.38
Pf3D7_04_v3	4	829963	830594	PF3D7_0418400	CPP	CPP4.39
Pf3D7_04_v3	4	830989	832428	PF3D7_0418500	trafficking_protein_particle_complex_subunit_3	trafficking_protein_particle_complex_subunit_3
Pf3D7_04_v3	4	834394	840429	PF3D7_0418600	regulator_of_chromosome_condensation	regulator_of_chromosome_condensation.1
Pf3D7_04_v3	4	841196	842905	PF3D7_0418700	RNA-binding_protein_NOB1	RNA-binding_protein_NOB1
Pf3D7_04_v3	4	843562	845169	PF3D7_0418800	MOLO1	MOLO1
Pf3D7_04_v3	4	847231	849059	PF3D7_0418900	CP	CP4.7
Pf3D7_04_v3	4	849793	852242	PF3D7_0419000	CPP	CPP4.40
Pf3D7_04_v3	4	852510	853566	PF3D7_0419100	CPP	CPP4.41
Pf3D7_04_v3	4	854879	855289	PF3D7_0419200	GOT1	GOT1
Pf3D7_04_v3	4	855898	857049	PF3D7_0419300	CPP	CPP4.42
Pf3D7_04_v3	4	857998	865957	PF3D7_0419400	CPP	CPP4.43
Pf3D7_04_v3	4	866501	868111	PF3D7_0419500	CPMP	CPMP4.2
Pf3D7_04_v3	4	870737	871873	PF3D7_0419600	ran-specific_GTPase-activating_protein_1	ran-specific_GTPase-activating_protein_1
Pf3D7_04_v3	4	873138	874115	PF3D7_0419700	apical_merozoite_protein	apical_merozoite_protein
Pf3D7_04_v3	4	874811	875521	PF3D7_0419800	60S_rp_L7ae/L30e	60S_rp_L7ae/L30e
Pf3D7_04_v3	4	878022	893866	PF3D7_0419900	phosphatidylinositol_4-kinase	phosphatidylinositol_4-kinase
Pf3D7_04_v3	4	894612	904724	PF3D7_0420000	zinc_finger_protein	zinc_finger_protein.1
Pf3D7_04_v3	4	907056	908801	PF3D7_0420100	RIO2	RIO2
Pf3D7_04_v3	4	910187	911971	PF3D7_0420200	HACPS	HACPS
Pf3D7_04_v3	4	917990	928411	PF3D7_0420300	AP2_domain_transcription_factor	AP2_domain_transcription_factor
Pf3D7_04_v3	4	929340	930140	PF3D7_0420400	ribosome-recycling_factor	ribosome-recycling_factor
Pf3D7_04_v3	4	930404	931608	PF3D7_0420500	CPP	CPP4.44
Pf3D7_04_v3	4	932463	934244	PF3D7_0420600	CPP	CPP4.45
Pf3D7_04_v3	4	935031	941875	PF3D7_0420700	VAR	VAR.16
Pf3D7_04_v3	4	944951	945085	PF3D7_0420800	ncRNA	ncRNA.3
Pf3D7_04_v3	4	946169	953773	PF3D7_0420900	VAR	VAR.17
Pf3D7_04_v3	4	956849	956983	PF3D7_0421000	ncRNA	ncRNA.4
Pf3D7_04_v3	4	958067	965611	PF3D7_0421100	VAR	VAR.18
Pf3D7_04_v3	4	967087	968273	PF3D7_0421200	RIF	RIF.11
Pf3D7_04_v3	4	969031	976591	PF3D7_0421300	VAR	VAR.19
Pf3D7_04_v3	4	979914	980048	PF3D7_0421400	ncRNA	ncRNA.5
Pf3D7_04_v3	4	981823	982990	PF3D7_0421500	VAR	VAR.20
Pf3D7_04_v3	4	986135	987447	PF3D7_0421600	VAR	VAR.21
Pf3D7_04_v3	4	987842	994360	PF3D7_0421700	CPP	CPP4.46
Pf3D7_04_v3	4	995998	996252	PF3D7_0421800	CPP	CPP4.47
Pf3D7_04_v3	4	997240	997455	PF3D7_0421900	CPP	CPP4.48
Pf3D7_04_v3	4	998647	1000185	PF3D7_0422000	SD	SD
Pf3D7_04_v3	4	1001613	1002770	PF3D7_0422100	T24_DCP	T24_DCP
Pf3D7_04_v3	4	1004462	1017247	PF3D7_0422200	PfEMA	PfEMA
Pf3D7_04_v3	4	1022487	1024166	PF3D7_0422300	alpha_tubulin_2	alpha_tubulin_2
Pf3D7_04_v3	4	1026648	1027399	PF3D7_0422400	40S_rp_S19	40S_rp_S19
Pf3D7_04_v3	4	1029329	1037953	PF3D7_0422500	BRR2	BRR2
Pf3D7_04_v3	4	1038697	1039119	PF3D7_0422600	CPP	CPP4.49
Pf3D7_04_v3	4	1040470	1041642	PF3D7_0422700	PF3D7_0411100	PF3D7_0411100
Pf3D7_04_v3	4	1042564	1044896	PF3D7_0422800	SR	SR
Pf3D7_04_v3	4	1045381	1046696	PF3D7_0422900	methyltransferase	methyltransferase.2
Pf3D7_04_v3	4	1047696	1048478	PF3D7_0423000	CPP	CPP4.50
Pf3D7_04_v3	4	1049270	1049894	PF3D7_0423100	AP-4_complex_subunit_sigma	AP-4_complex_subunit_sigma
Pf3D7_04_v3	4	1050407	1050974	PF3D7_0423200	BSD-domain_protein	BSD-domain_protein
Pf3D7_04_v3	4	1051576	1053006	PF3D7_0423300	CPP	CPP4.51
Pf3D7_04_v3	4	1055665	1056318	PF3D7_0423400	AARP	AARP
Pf3D7_04_v3	4	1058997	1060551	PF3D7_0423500	glideosome_associated_protein_with_multiple_membrane_spans_2	glideosome_associated_protein_with_multiple_membrane_spans_2
Pf3D7_04_v3	4	1061790	1066628	PF3D7_0423600	CPP	CPP4.52
Pf3D7_04_v3	4	1071435	1071845	PF3D7_0423700	ETRAMP4	ETRAMP4
Pf3D7_04_v3	4	1076347	1077534	PF3D7_0423800	cysteine-rich_protective_antigen	cysteine-rich_protective_antigen
Pf3D7_04_v3	4	1077926	1078488	PF3D7_0423900	probable_protein	probable_protein.1
Pf3D7_04_v3	4	1080959	1082189	PF3D7_0424000	PHISTc	PHISTc
Pf3D7_04_v3	4	1082363	1084150	PF3D7_0424100	RH5	RH5
Pf3D7_04_v3	4	1085979	1091277	PF3D7_0424200	RH4	RH4
Pf3D7_04_v3	4	1093138	1097835	PF3D7_0424300	VAR	VAR.22
Pf3D7_04_v3	4	1099811	1107111	PF3D7_0424400	SURFIN_4.2	SURFIN_4.2
Pf3D7_04_v3	4	1110060	1112293	PF3D7_0424500	FIKK_family	FIKK_family
Pf3D7_04_v3	4	1113345	1114486	PF3D7_0424600	PHISTb	PHISTb.2
Pf3D7_04_v3	4	1118430	1122414	PF3D7_0424700	FIKK_family	FIKK_family.1
Pf3D7_04_v3	4	1123986	1125004	PF3D7_0424800	PHISTb	PHISTb.3
Pf3D7_04_v3	4	1127779	1128802	PF3D7_0424900	PHISTa	PHISTa.1
Pf3D7_04_v3	4	1129660	1130893	PF3D7_0425000	VAR	VAR.23
Pf3D7_04_v3	4	1134415	1135175	PF3D7_0425100	hyp6	hyp6
Pf3D7_04_v3	4	1136586	1137385	PF3D7_0425200	hyp15	hyp15
Pf3D7_04_v3	4	1138009	1138559	PF3D7_0425250	VAR	VAR.24
Pf3D7_04_v3	4	1141222	1142096	PF3D7_0425300	VAR	VAR.25
Pf3D7_04_v3	4	1143992	1144824	PF3D7_0425400	PHISTa	PHISTa.2
Pf3D7_04_v3	4	1146672	1147697	PF3D7_0425500	stevor	stevor.2
Pf3D7_04_v3	4	1149274	1150188	PF3D7_0425600	VAR	VAR.26
Pf3D7_04_v3	4	1152504	1153633	PF3D7_0425700	RIF	RIF.12
Pf3D7_04_v3	4	1156423	1167821	PF3D7_0425800	VAR	VAR.27
Pf3D7_04_v3	4	1169980	1171184	PF3D7_0425900	RIF	RIF.13
Pf3D7_04_v3	4	1173053	1180226	PF3D7_0426000	VAR	VAR.28
Pf3D7_05_v3	5	20929	28456	PF3D7_0500100	VAR	VAR
Pf3D7_05_v3	5	29233	29304	PF3D7_0500200	VAR	VAR.1
Pf3D7_05_v3	5	29776	30963	PF3D7_0500300	VAR	VAR.2
Pf3D7_05_v3	5	33056	34378	PF3D7_0500400	RIF	RIF
Pf3D7_05_v3	5	36464	37564	PF3D7_0500500	RIF	RIF.1
Pf3D7_05_v3	5	39443	40488	PF3D7_0500600	VAR	VAR.3
Pf3D7_05_v3	5	41129	41403	PF3D7_0500700	VAR	VAR.4
Pf3D7_05_v3	5	43327	47761	PF3D7_0500800	MPIESA	MPIESA
Pf3D7_05_v3	5	50422	52510	PF3D7_0500900	FIKK_family	FIKK_family
Pf3D7_05_v3	5	55841	56872	PF3D7_0501000	PEP	PEP5
Pf3D7_05_v3	5	58037	59726	PF3D7_0501100	HSP40	HSP40
Pf3D7_05_v3	5	64065	65489	PF3D7_0501200	PIESA	PIESA
Pf3D7_05_v3	5	68930	70113	PF3D7_0501300	skeleton-binding_protein_1	skeleton-binding_protein_1
Pf3D7_05_v3	5	74509	79842	PF3D7_0501400	interspersed_repeat_antigen	interspersed_repeat_antigen
Pf3D7_05_v3	5	81134	82336	PF3D7_0501500	RAP3	RAP3
Pf3D7_05_v3	5	84041	85237	PF3D7_0501600	RAP2	RAP2
Pf3D7_05_v3	5	86820	89201	PF3D7_0501700	anaphase-promoting_complex_subunit_3	anaphase-promoting_complex_subunit_3
Pf3D7_05_v3	5	91361	94591	PF3D7_0501800	chromatin_assembly_factor_1_subunit_A	chromatin_assembly_factor_1_subunit_A
Pf3D7_05_v3	5	95161	96633	PF3D7_0501900	CP	CP5
Pf3D7_05_v3	5	97657	101895	PF3D7_0502000	VPSA11	VPSA11
Pf3D7_05_v3	5	102193	102897	PF3D7_0502100	HCNGP-like_protein	HCNGP-like_protein
Pf3D7_05_v3	5	104256	105737	PF3D7_0502200	protein_Mpv17	protein_Mpv17
Pf3D7_05_v3	5	107075	107938	PF3D7_0502300	CPP	CPP5
Pf3D7_05_v3	5	109898	111691	PF3D7_0502400	MSP8	MSP8
Pf3D7_05_v3	5	114149	115933	PF3D7_0502500	CPP	CPP5.1
Pf3D7_05_v3	5	116451	119969	PF3D7_0502600	CPP	CPP5.2
Pf3D7_05_v3	5	120107	121455	PF3D7_0502700	CP	CP5.1
Pf3D7_05_v3	5	122449	122862	PF3D7_0502800	DnaJ_protein	DnaJ_protein
Pf3D7_05_v3	5	123332	123904	PF3D7_0502900	Tim10/DDP_family_zinc_finger_protein	Tim10/DDP_family_zinc_finger_protein
Pf3D7_05_v3	5	125116	126514	PF3D7_0503000	50S_rp_L28,_apicoplast	50S_rp_L28,_apicoplast
Pf3D7_05_v3	5	127064	128677	PF3D7_0503100	4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase	4-diphosphocytidyl-2-C-methyl-D-erythritol_kinase
Pf3D7_05_v3	5	130453	133392	PF3D7_0503200	CPP	CPP5.3
Pf3D7_05_v3	5	135004	135930	PF3D7_0503300	serine/arginine-rich_splicing_factor_12	serine/arginine-rich_splicing_factor_12
Pf3D7_05_v3	5	140710	141471	PF3D7_0503400	actin-depolymerizing_factor_1	actin-depolymerizing_factor_1
Pf3D7_05_v3	5	142871	145423	PF3D7_0503500	protein_kinase	protein_kinase
Pf3D7_05_v3	5	146639	150131	PF3D7_0503600	myosin_B	myosin_B
Pf3D7_05_v3	5	151422	152384	PF3D7_0503800	60S_rp_L31	60S_rp_L31
Pf3D7_05_v3	5	153889	156057	PF3D7_0503900	CPP	CPP5.4
Pf3D7_05_v3	5	157625	164968	PF3D7_0504000	cation_transporting_P-ATPase	cation_transporting_P-ATPase
Pf3D7_05_v3	5	165650	166642	PF3D7_0504100	AN1-type_zinc_finger_protein	AN1-type_zinc_finger_protein
Pf3D7_05_v3	5	167649	169502	PF3D7_0504200	ATPdRh_DDX27	ATPdRh_DDX27
Pf3D7_05_v3	5	169549	170590	PF3D7_0504300	CPP	CPP5.5
Pf3D7_05_v3	5	172150	174417	PF3D7_0504400	ATP-dependent_helicase	ATP-dependent_helicase
Pf3D7_05_v3	5	174989	176433	PF3D7_0504500	MOLO1	MOLO1
Pf3D7_05_v3	5	177410	178555	PF3D7_0504600	2-oxoisovalerate_dehydrogenase_subunit_beta,_mitochondrial	2-oxoisovalerate_dehydrogenase_subunit_beta,_mitochondrial
Pf3D7_05_v3	5	180421	187470	PF3D7_0504700	CEP120	CEP120
Pf3D7_05_v3	5	187813	204732	PF3D7_0504800	CPP	CPP5.6
Pf3D7_05_v3	5	206450	208375	PF3D7_0504900	CP	CP5.2
Pf3D7_05_v3	5	209062	218189	PF3D7_0505000	MMS19-like_protein	MMS19-like_protein
Pf3D7_05_v3	5	220839	229253	PF3D7_0505100	trafficking_protein_particle_complex_subunit_8	trafficking_protein_particle_complex_subunit_8
Pf3D7_05_v3	5	230695	232392	PF3D7_0505200	actin-like_protein	actin-like_protein
Pf3D7_05_v3	5	233815	235650	PF3D7_0505300	UDP-N-acetylglucosamine_transporter	UDP-N-acetylglucosamine_transporter
Pf3D7_05_v3	5	236143	238365	PF3D7_0505400	CP	CP5.3
Pf3D7_05_v3	5	239456	243880	PF3D7_0505500	MSH6	MSH6
Pf3D7_05_v3	5	245933	246934	PF3D7_0505600	CP	CP5.4
Pf3D7_05_v3	5	247801	250575	PF3D7_0505700	CPMP	CPMP5
Pf3D7_05_v3	5	252047	252606	PF3D7_0505800	small_ubiquitin-related_modifier	small_ubiquitin-related_modifier
Pf3D7_05_v3	5	254473	255517	PF3D7_0505900	MED811	MED811
Pf3D7_05_v3	5	256225	257378	PF3D7_0506000	CPP	CPP5.7
Pf3D7_05_v3	5	257748	258831	PF3D7_0506100	60S_rsp_L24	60S_rsp_L24
Pf3D7_05_v3	5	259764	260747	PF3D7_0506200	TATA-box-binding_protein	TATA-box-binding_protein
Pf3D7_05_v3	5	260961	262184	PF3D7_0506300	CP	CP5.5
Pf3D7_05_v3	5	262672	263925	PF3D7_0506400	CPP	CPP5.8
Pf3D7_05_v3	5	265595	278345	PF3D7_0506500	CPP	CPP5.9
Pf3D7_05_v3	5	278774	279495	PF3D7_0506600	VAR	VAR.5
Pf3D7_05_v3	5	280886	283345	PF3D7_0506700	GTPase-activating_protein	GTPase-activating_protein
Pf3D7_05_v3	5	284691	288023	PF3D7_0506800	transcription_factor_25	transcription_factor_25
Pf3D7_05_v3	5	288776	291055	PF3D7_0506900	ROM4	ROM4
Pf3D7_05_v3	5	292696	293474	PF3D7_0507000	CP	CP5.6
Pf3D7_05_v3	5	294668	295903	PF3D7_0507100	60S_rp_L4	60S_rp_L4
Pf3D7_05_v3	5	298427	300736	PF3D7_0507200	subtilisin-like_protease_3	subtilisin-like_protease_3
Pf3D7_05_v3	5	301930	304611	PF3D7_0507300	SOPT	SOPT
Pf3D7_05_v3	5	305961	306422	PF3D7_0507400	CPP	CPP5.10
Pf3D7_05_v3	5	307490	309556	PF3D7_0507500	subtilisin-like_protease_1	subtilisin-like_protease_1
Pf3D7_05_v3	5	313199	315157	PF3D7_0507600	protein_CAF40	protein_CAF40
Pf3D7_05_v3	5	316766	318361	PF3D7_0507700	nuclear_protein_localization_protein_4	nuclear_protein_localization_protein_4
Pf3D7_05_v3	5	322239	326822	PF3D7_0507800	CP	CP5.7
Pf3D7_05_v3	5	327656	328316	PF3D7_0507900	CPP	CPP5.11
Pf3D7_05_v3	5	328666	329715	PF3D7_0508000	6-cp	6-cp
Pf3D7_05_v3	5	331680	336704	PF3D7_0508100	SET_domain_protein	SET_domain_protein
Pf3D7_05_v3	5	337426	339025	PF3D7_0508200	LAG1	LAG1
Pf3D7_05_v3	5	342205	343233	PF3D7_0508300	triose_phosphate_transporter	triose_phosphate_transporter
Pf3D7_05_v3	5	344931	346744	PF3D7_0508400	CP	CP5.8
Pf3D7_05_v3	5	347219	355039	PF3D7_0508500	guanidine_nucleotide_exchange_factor	guanidine_nucleotide_exchange_factor
Pf3D7_05_v3	5	356222	357010	PF3D7_0508600	CP	CP5.9
Pf3D7_05_v3	5	358261	362733	PF3D7_0508700	ATPdRh_PRP5	ATPdRh_PRP5
Pf3D7_05_v3	5	363588	364442	PF3D7_0508800	ssDNA	ssDNA
Pf3D7_05_v3	5	367022	376426	PF3D7_0508900	CPP	CPP5.12
Pf3D7_05_v3	5	376855	378452	PF3D7_0509000	alpha-soluble_NSF_attachment_protein	alpha-soluble_NSF_attachment_protein
Pf3D7_05_v3	5	381077	386203	PF3D7_0509100	structural_maintenance_of_chromosomes_protein_4	structural_maintenance_of_chromosomes_protein_4
Pf3D7_05_v3	5	386956	388505	PF3D7_0509200	leucine-rich_repeat_protein	leucine-rich_repeat_protein
Pf3D7_05_v3	5	388696	389191	PF3D7_0509300	CPP	CPP5.13
Pf3D7_05_v3	5	389914	398997	PF3D7_0509400	RNA_polymerase_I	RNA_polymerase_I
Pf3D7_05_v3	5	401437	402771	PF3D7_0509500	ERCC4	ERCC4
Pf3D7_05_v3	5	403342	405642	PF3D7_0509600	asparagine--tRNA_ligase	asparagine--tRNA_ligase
Pf3D7_05_v3	5	405961	407897	PF3D7_0509700	CPP	CPP5.14
Pf3D7_05_v3	5	410268	415308	PF3D7_0509800	phosphatidylinositol_4-kinase	phosphatidylinositol_4-kinase
Pf3D7_05_v3	5	416365	417309	PF3D7_0509900	CP	CP5.10
Pf3D7_05_v3	5	418136	421425	PF3D7_0510000	CPP	CPP5.15
Pf3D7_05_v3	5	422746	430353	PF3D7_0510100	CP	CP5.11
Pf3D7_05_v3	5	437495	439738	PF3D7_0510200	peptidyl-prolyl_cis-trans_isomerase	peptidyl-prolyl_cis-trans_isomerase
Pf3D7_05_v3	5	440779	441879	PF3D7_0510300	stripes_inner_membrane_complex_protein	stripes_inner_membrane_complex_protein
Pf3D7_05_v3	5	444260	445579	PF3D7_0510400	PDCD2	PDCD2
Pf3D7_05_v3	5	445983	448502	PF3D7_0510500	topoisomerase_I	topoisomerase_I
Pf3D7_05_v3	5	451355	451434	PF3D7_0510600	tRNA	tRNA
Pf3D7_05_v3	5	459301	460344	PF3D7_0510700	CPP	CPP5.16
Pf3D7_05_v3	5	461017	464399	PF3D7_0510800	WD_repeat-containing_protein	WD_repeat-containing_protein
Pf3D7_05_v3	5	465782	465939	PF3D7_0510900	ncRNA	ncRNA
Pf3D7_05_v3	5	467585	468100	PF3D7_0511000	translationally-controlled_tumor_protein_homolog	translationally-controlled_tumor_protein_homolog
Pf3D7_05_v3	5	469276	469842	PF3D7_0511100	CPP	CPP5.17
Pf3D7_05_v3	5	471055	474058	PF3D7_0511200	stearoyl-CoA_desaturase	stearoyl-CoA_desaturase
Pf3D7_05_v3	5	474487	478882	PF3D7_0511300	MORN_repeat_protein	MORN_repeat_protein
Pf3D7_05_v3	5	481423	482568	PF3D7_0511400	CPP	CPP5.18
Pf3D7_05_v3	5	486602	516787	PF3D7_0511500	RNA_pseudouridylate_synthase	RNA_pseudouridylate_synthase
Pf3D7_05_v3	5	517259	517885	PF3D7_0511600	apical_rhoptry_neck_protein	apical_rhoptry_neck_protein
Pf3D7_05_v3	5	519129	520078	PF3D7_0511700	CGI121	CGI121
Pf3D7_05_v3	5	520720	522693	PF3D7_0511800	inositol-3-phosphate_synthase	inositol-3-phosphate_synthase
Pf3D7_05_v3	5	525026	527218	PF3D7_0511900	CPP	CPP5.19
Pf3D7_05_v3	5	527639	528666	PF3D7_0512000	prefoldin_subunit_6	prefoldin_subunit_6
Pf3D7_05_v3	5	528846	529409	PF3D7_0512100	CP	CP5.12
Pf3D7_05_v3	5	529934	531901	PF3D7_0512200	glutathione_synthetase	glutathione_synthetase
Pf3D7_05_v3	5	533556	534338	PF3D7_0512300	MAT1	MAT1
Pf3D7_05_v3	5	536273	536977	PF3D7_0512400	CPP	CPP5.20
Pf3D7_05_v3	5	537499	539282	PF3D7_0512450	VAR	VAR.6
Pf3D7_05_v3	5	539731	542593	PF3D7_0512500	CPP	CPP5.21
Pf3D7_05_v3	5	544540	545993	PF3D7_0512600	Rab-1B	Rab-1B
Pf3D7_05_v3	5	546734	547579	PF3D7_0512700	orotate_phosphoribosyltransferase	orotate_phosphoribosyltransferase
Pf3D7_05_v3	5	548406	553340	PF3D7_0512800	CPP	CPP5.22
Pf3D7_05_v3	5	553990	554787	PF3D7_0512900	AKAP-like_protein	AKAP-like_protein
Pf3D7_05_v3	5	555264	556073	PF3D7_0513000	CP	CP5.13
Pf3D7_05_v3	5	557039	558012	PF3D7_0513100	CP	CP5.14
Pf3D7_05_v3	5	559513	568384	PF3D7_0513200	CPP	CPP5.23
Pf3D7_05_v3	5	569182	569919	PF3D7_0513300	purine_nucleoside_phosphorylase	purine_nucleoside_phosphorylase
Pf3D7_05_v3	5	571058	572661	PF3D7_0513400	GTP-binding_protein	GTP-binding_protein
Pf3D7_05_v3	5	573588	574248	PF3D7_0513500	TIM16	TIM16
Pf3D7_05_v3	5	574941	578505	PF3D7_0513600	deoxyribodipyrimidine_photo-lyase	deoxyribodipyrimidine_photo-lyase
Pf3D7_05_v3	5	581227	584124	PF3D7_0513700	secreted_ookinete_protein	secreted_ookinete_protein
Pf3D7_05_v3	5	585357	585980	PF3D7_0513800	Rab-1A	Rab-1A
Pf3D7_05_v3	5	587752	588677	PF3D7_0513900	CP	CP5.15
Pf3D7_05_v3	5	588921	590769	PF3D7_0514000	tubulin--tyrosine_ligase	tubulin--tyrosine_ligase
Pf3D7_05_v3	5	591338	595663	PF3D7_0514100	UvrD	UvrD
Pf3D7_05_v3	5	596818	599421	PF3D7_0514200	CPP	CPP5.24
Pf3D7_05_v3	5	600047	603433	PF3D7_0514300	AST	AST
Pf3D7_05_v3	5	603951	604023	PF3D7_0514400	tRNA	tRNA.1
Pf3D7_05_v3	5	605027	606330	PF3D7_0514500	CPMP	CPMP5.1
Pf3D7_05_v3	5	607105	608451	PF3D7_0514600	ribose-5-phosphate_isomerase	ribose-5-phosphate_isomerase
Pf3D7_05_v3	5	610089	614771	PF3D7_0514700	MORN_repeat_protein	MORN_repeat_protein.1
Pf3D7_05_v3	5	615282	617993	PF3D7_0514800	inositol_polyphosphate_multikinase	inositol_polyphosphate_multikinase
Pf3D7_05_v3	5	618629	619945	PF3D7_0514900	CPP	CPP5.25
Pf3D7_05_v3	5	620810	623356	PF3D7_0515000	CWC2	CWC2
Pf3D7_05_v3	5	624719	626481	PF3D7_0515100	ROM9	ROM9
Pf3D7_05_v3	5	627298	627961	PF3D7_0515200	CPP	CPP5.26
Pf3D7_05_v3	5	628981	635382	PF3D7_0515300	phosphatidylinositol_3-kinase	phosphatidylinositol_3-kinase
Pf3D7_05_v3	5	637354	640381	PF3D7_0515400	CP	CP5.16
Pf3D7_05_v3	5	641137	644685	PF3D7_0515500	amino_acid_transporter	amino_acid_transporter
Pf3D7_05_v3	5	646659	652106	PF3D7_0515600	CPP	CPP5.27
Pf3D7_05_v3	5	653966	655336	PF3D7_0515700	glideosome-associated_protein_40	glideosome-associated_protein_40
Pf3D7_05_v3	5	658423	658677	PF3D7_0515800	BolA-like_protein	BolA-like_protein
Pf3D7_05_v3	5	660150	661136	PF3D7_0515900	NLI_interacting_factor-like_phosphatase	NLI_interacting_factor-like_phosphatase
Pf3D7_05_v3	5	663551	666917	PF3D7_0516000	RAP_protein	RAP_protein
Pf3D7_05_v3	5	667486	674861	PF3D7_0516100	cation-transporting_ATPase_1	cation-transporting_ATPase_1
Pf3D7_05_v3	5	675809	676614	PF3D7_0516200	40S_rp_S11	40S_rp_S11
Pf3D7_05_v3	5	678910	680955	PF3D7_0516300	tRNA_PS	tRNA_PS
Pf3D7_05_v3	5	681430	682437	PF3D7_0516400	phosducin-like_protein_1	phosducin-like_protein_1
Pf3D7_05_v3	5	683708	685859	PF3D7_0516500	major_facilitator_superfamily	major_facilitator_superfamily
Pf3D7_05_v3	5	686810	691642	PF3D7_0516600	MB2	MB2
Pf3D7_05_v3	5	694492	698778	PF3D7_0516700	UCTH2	UCTH2
Pf3D7_05_v3	5	700120	707256	PF3D7_0516800	AP2-O2	AP2-O2
Pf3D7_05_v3	5	712762	713772	PF3D7_0516900	60S_rp_L2	60S_rp_L2
Pf3D7_05_v3	5	715765	716675	PF3D7_0517000	60S_rp_L12	60S_rp_L12
Pf3D7_05_v3	5	718425	719855	PF3D7_0517100	CP	CP5.17
Pf3D7_05_v3	5	720743	722641	PF3D7_0517200	CPP	CPP5.28
Pf3D7_05_v3	5	724681	725751	PF3D7_0517300	serine/arginine-rich_splicing_factor_1	serine/arginine-rich_splicing_factor_1
Pf3D7_05_v3	5	731407	735162	PF3D7_0517400	SPT16	SPT16
Pf3D7_05_v3	5	735887	738400	PF3D7_0517500	UTP--glucose-1-phosphate_uridylyltransferase	UTP--glucose-1-phosphate_uridylyltransferase
Pf3D7_05_v3	5	740156	741034	PF3D7_0517600	F-actin-capping_protein_subunit_beta	F-actin-capping_protein_subunit_beta
Pf3D7_05_v3	5	743179	745329	PF3D7_0517700	eukaryotic_translation_initiation_factor_3_subunit_B	eukaryotic_translation_initiation_factor_3_subunit_B
Pf3D7_05_v3	5	745798	746634	PF3D7_0517800	apicortin	apicortin
Pf3D7_05_v3	5	747795	749677	PF3D7_0517900	zinc_finger_protein	zinc_finger_protein
Pf3D7_05_v3	5	750661	752435	PF3D7_0518000	NOSIP	NOSIP
Pf3D7_05_v3	5	753298	757544	PF3D7_0518100	protein_AMR2	protein_AMR2
Pf3D7_05_v3	5	758503	758898	PF3D7_0518200	SWIB/MDM2	SWIB/MDM2
Pf3D7_05_v3	5	759831	760998	PF3D7_0518300	proteasome_subunit_beta_type-1	proteasome_subunit_beta_type-1
Pf3D7_05_v3	5	762103	762792	PF3D7_0518400	cyclin	cyclin
Pf3D7_05_v3	5	763532	766903	PF3D7_0518500	ATPdRh_DDX23	ATPdRh_DDX23
Pf3D7_05_v3	5	769310	773140	PF3D7_0518600	WD_repeat-containing_protein_26	WD_repeat-containing_protein_26
Pf3D7_05_v3	5	774075	780438	PF3D7_0518700	mRNA-binding_protein_PUF1	mRNA-binding_protein_PUF1
Pf3D7_05_v3	5	783638	784991	PF3D7_0518800	secreted_ookinete_protein	secreted_ookinete_protein.1
Pf3D7_05_v3	5	785664	786565	PF3D7_0518900	CP	CP5.18
Pf3D7_05_v3	5	788599	789480	PF3D7_0519000	histone_RNA_hairpin-binding_protein	histone_RNA_hairpin-binding_protein
Pf3D7_05_v3	5	790399	790773	PF3D7_0519100	50S_rp_L14,_mitochondrial	50S_rp_L14,_mitochondrial
Pf3D7_05_v3	5	791719	792936	PF3D7_0519200	V-type_proton_ATPase_16_kDa_proteolipid_subunit	V-type_proton_ATPase_16_kDa_proteolipid_subunit
Pf3D7_05_v3	5	795527	797473	PF3D7_0519300	protoheme_IX_farnesyltransferase	protoheme_IX_farnesyltransferase
Pf3D7_05_v3	5	798036	798775	PF3D7_0519400	40S_rp_S24	40S_rp_S24
Pf3D7_05_v3	5	801450	809127	PF3D7_0519500	CCR4_1	CCR4_1
Pf3D7_05_v3	5	812648	814915	PF3D7_0519600	zinc_finger_protein	zinc_finger_protein.1
Pf3D7_05_v3	5	817066	819139	PF3D7_0519700	FoP	FoP
Pf3D7_05_v3	5	820719	822908	PF3D7_0519800	EELM2	EELM2
Pf3D7_05_v3	5	825835	827412	PF3D7_0519900	CP	CP5.19
Pf3D7_05_v3	5	828953	829883	PF3D7_0520000	40S_rp_S9	40S_rp_S9
Pf3D7_05_v3	5	831617	834343	PF3D7_0520100	PPM9	PPM9
Pf3D7_05_v3	5	835314	837407	PF3D7_0520200	MED817	MED817
Pf3D7_05_v3	5	838428	839083	PF3D7_0520300	LSm2	LSm2
Pf3D7_05_v3	5	839655	840560	PF3D7_0520400	ssDNA	ssDNA.1
